treatment,id,game,period,choice,other.choice
D5R40,76,70,1,c,d
D5R40,76,71,1,d,d
D5R40,76,71,2,c,d
D5R40,76,72,1,c,d
D5R40,76,72,2,c,d
D5R40,76,72,3,d,d
D5R40,77,65,1,c,d
D5R40,77,66,1,d,d
D5R40,77,67,1,d,c
D5R40,77,68,1,d,d
D5R40,77,69,1,d,c
D5R40,77,70,1,d,d
D5R40,77,71,1,d,d
D5R40,77,71,2,d,d
D5R40,77,72,1,d,d
D5R40,77,72,2,d,d
D5R40,77,72,3,d,c
D5R40,78,65,1,c,d
D5R40,78,66,1,d,c
D5R40,78,67,1,d,d
D5R40,78,68,1,c,d
D5R40,78,69,1,d,d
D5R40,78,70,1,d,d
D5R40,78,71,1,d,d
D5R40,78,71,2,d,d
D5R40,78,72,1,d,d
D5R40,78,72,2,d,d
D5R40,78,72,3,d,d
D5R40,79,65,1,c,d
D5R40,79,66,1,c,d
D5R40,79,67,1,c,d
D5R40,79,68,1,d,d
D5R40,79,69,1,d,d
D5R40,79,70,1,c,d
D5R40,79,71,1,c,d
D5R40,79,71,2,c,d
D5R40,79,72,1,d,c
D5R40,79,72,2,c,c
D5R40,79,72,3,c,c
D5R40,80,65,1,d,d
D5R40,80,66,1,d,d
D5R40,80,67,1,d,d
D5R40,80,68,1,d,d
D5R40,80,69,1,d,d
D5R40,80,70,1,d,d
D5R40,80,71,1,d,c
D5R40,80,71,2,c,c
D5R40,80,72,1,d,c
D5R40,80,72,2,c,c
D5R40,80,72,3,c,c
D5R40,81,65,1,d,d
D5R40,81,66,1,d,d
D5R40,81,67,1,d,d
D5R40,81,68,1,d,d
D5R40,81,69,1,d,d
D5R40,81,70,1,d,d
D5R40,81,71,1,d,d
D5R40,81,71,2,d,c
D5R40,81,72,1,d,d
D5R40,81,72,2,d,d
D5R40,81,72,3,d,d
D5R40,82,65,1,d,d
D5R40,82,66,1,d,d
D5R40,82,67,1,d,d
D5R40,82,68,1,d,d
D5R40,82,69,1,d,d
D5R40,82,70,1,d,d
D5R40,82,71,1,d,d
D5R40,82,71,2,c,d
D5R40,82,72,1,d,d
D5R40,82,72,2,d,d
D5R40,82,72,3,c,d
D5R40,83,65,1,d,c
D5R40,83,66,1,d,c
D5R40,83,67,1,d,d
D5R40,83,68,1,d,d
D5R40,83,69,1,d,d
D5R40,83,70,1,d,d
D5R40,83,71,1,c,d
D5R40,83,71,2,c,c
D5R40,83,72,1,d,d
D5R40,83,72,2,c,d
D5R40,83,72,3,d,c
D5R40,84,65,1,c,d
D5R40,84,66,1,d,d
D5R40,84,67,1,d,c
D5R40,84,68,1,d,d
D5R40,84,69,1,d,d
D5R40,84,70,1,d,d
D5R40,84,71,1,d,d
D5R40,84,71,2,d,d
D5R40,84,72,1,d,d
D5R40,84,72,2,d,d
D5R40,84,72,3,d,d
D5R40,85,65,1,c,c
D5R40,85,66,1,c,d
D5R40,85,67,1,d,d
D5R40,85,68,1,d,d
D5R40,85,69,1,d,d
D5R40,85,70,1,d,c
D5R40,85,71,1,d,d
D5R40,85,71,2,c,d
D5R40,85,72,1,c,d
D5R40,85,72,2,c,c
D5R40,85,72,3,c,c
D5R40,86,65,1,d,c
D5R40,86,66,1,d,d
D5R40,86,67,1,d,d
D5R40,86,68,1,d,d
D5R40,86,69,1,d,d
D5R40,86,70,1,d,d
D5R40,86,71,1,d,d
D5R40,86,71,2,d,d
D5R40,86,72,1,d,d
D5R40,86,72,2,d,d
D5R40,86,72,3,d,d
D5R40,87,65,1,c,d
D5R40,87,66,1,c,d
D5R40,87,67,1,c,d
D5R40,87,68,1,c,c
D5R40,87,69,1,c,d
D5R40,87,70,1,c,d
D5R40,87,71,1,c,d
D5R40,87,71,2,c,d
D5R40,87,72,1,c,d
D5R40,87,72,2,c,c
D5R40,87,72,3,c,c
D5R40,88,65,1,d,c
D5R40,88,66,1,d,d
D5R40,88,67,1,d,c
D5R40,88,68,1,d,d
D5R40,88,69,1,d,c
D5R40,88,70,1,d,d
D5R40,88,71,1,d,d
D5R40,88,71,2,d,d
D5R40,88,72,1,d,d
D5R40,88,72,2,d,d
D5R40,88,72,3,d,d
D5R40,89,65,1,d,d
D5R40,89,66,1,d,c
D5R40,89,67,1,d,d
D5R40,89,68,1,d,d
D5R40,89,69,1,d,d
D5R40,89,70,1,d,d
D5R40,89,71,1,d,d
D5R40,89,71,2,d,d
D5R40,89,72,1,d,d
D5R40,89,72,2,d,d
D5R40,89,72,3,d,d
D5R40,90,65,1,d,d
D5R40,90,66,1,d,d
D5R40,90,67,1,d,c
D5R40,90,68,1,d,c
D5R40,90,69,1,d,d
D5R40,90,70,1,d,d
D5R40,90,71,1,d,c
D5R40,90,71,2,d,c
D5R40,90,72,1,d,d
D5R40,90,72,2,d,d
D5R40,90,72,3,d,d
D5R40,91,65,1,d,d
D5R40,91,66,1,d,d
D5R40,91,67,1,d,d
D5R40,91,68,1,d,d
D5R40,91,69,1,d,d
D5R40,91,70,1,d,d
D5R40,91,71,1,d,d
D5R40,91,71,2,d,c
D5R40,91,72,1,d,d
D5R40,91,72,2,d,d
D5R40,91,72,3,d,d
D5R40,92,65,1,d,c
D5R40,92,66,1,d,c
D5R40,92,67,1,d,d
D5R40,92,68,1,d,d
D5R40,92,69,1,c,d
D5R40,92,70,1,d,c
D5R40,92,71,1,d,d
D5R40,92,71,2,d,d
D5R40,92,72,1,d,d
D5R40,92,72,2,d,c
D5R40,92,72,3,c,d
D5R40,93,65,1,d,d
D5R40,93,66,1,d,d
D5R40,93,67,1,d,d
D5R40,93,68,1,d,d
D5R40,93,69,1,d,d
D5R40,93,70,1,d,d
D5R40,93,71,1,d,c
D5R40,93,71,2,d,c
D5R40,93,72,1,d,c
D5R40,93,72,2,d,c
D5R40,93,72,3,d,d
D5R40,94,65,1,c,c
D5R40,94,66,1,c,d
D5R40,94,67,1,c,d
D5R40,94,68,1,d,d
D5R40,94,69,1,d,d
D5R40,94,70,1,d,d
D5R40,94,71,1,d,d
D5R40,94,71,2,d,c
D5R40,94,72,1,d,d
D5R40,94,72,2,d,d
D5R40,94,72,3,d,d
D5R48,95,57,1,c,c
D5R48,95,57,2,c,c
D5R48,95,57,3,c,c
D5R48,95,57,4,c,c
D5R48,95,58,1,c,c
D5R48,95,58,2,c,c
D5R48,95,58,3,c,c
D5R48,95,59,1,c,d
D5R48,95,60,1,c,d
D5R48,95,61,1,c,c
D5R48,95,62,1,c,c
D5R48,95,63,1,c,d
D5R48,95,63,2,d,d
D5R48,95,63,3,d,d
D5R48,95,63,4,d,d
D5R48,95,63,5,d,d
D5R48,95,63,6,d,d
D5R48,95,64,1,c,c
D5R48,95,64,2,c,c
D5R48,95,65,1,c,d
D5R48,95,65,2,d,d
D5R48,95,66,1,c,d
D5R48,95,66,2,d,d
D5R48,95,67,1,c,d
D5R48,95,68,1,c,d
D5R48,95,68,2,d,d
D5R48,95,68,3,d,d
D5R48,95,69,1,c,c
D5R48,95,69,2,c,c
D5R48,95,70,1,c,c
D5R48,95,71,1,c,d
D5R48,95,72,1,d,d
D5R48,96,57,1,d,c
D5R48,96,57,2,d,d
D5R48,96,57,3,d,d
D5R48,96,57,4,d,d
D5R48,96,58,1,d,c
D5R48,96,58,2,d,d
D5R48,96,58,3,d,d
D5R48,96,59,1,d,c
D5R48,96,60,1,d,d
D5R48,96,61,1,d,c
D5R48,96,62,1,d,c
D5R48,96,63,1,d,d
D5R48,96,63,2,d,d
D5R48,96,63,3,d,d
D5R48,96,63,4,d,d
D5R48,96,63,5,d,d
D5R48,96,63,6,d,d
D5R48,96,64,1,d,c
D5R48,96,64,2,d,d
D5R48,96,65,1,d,c
D5R48,96,65,2,d,c
D5R48,96,66,1,d,c
D5R48,96,66,2,d,c
D5R48,96,67,1,d,c
D5R48,96,68,1,d,c
D5R48,96,68,2,d,d
D5R48,96,68,3,d,d
D5R48,96,69,1,d,d
D5R48,96,69,2,d,d
D5R48,96,70,1,d,d
D5R48,96,71,1,d,d
D5R48,96,72,1,d,c
D5R48,97,57,1,c,c
D5R48,97,57,2,c,c
D5R48,97,57,3,c,c
D5R48,97,57,4,c,c
D5R48,97,58,1,c,d
D5R48,97,58,2,d,d
D5R48,97,58,3,d,d
D5R48,97,59,1,d,d
D5R48,97,60,1,d,c
D5R48,97,61,1,d,d
D5R48,97,62,1,c,c
D5R48,97,63,1,c,d
D5R48,97,63,2,d,c
D5R48,97,63,3,d,c
D5R48,97,63,4,d,d
D5R48,97,63,5,d,d
D5R48,97,63,6,d,d
D5R48,97,64,1,d,d
D5R48,97,64,2,d,d
D5R48,97,65,1,d,d
D5R48,97,65,2,d,d
D5R48,97,66,1,c,d
D5R48,97,66,2,c,d
D5R48,97,67,1,d,c
D5R48,97,68,1,d,c
D5R48,97,68,2,d,c
D5R48,97,68,3,d,c
D5R48,97,69,1,d,d
D5R48,97,69,2,d,d
D5R48,97,70,1,d,c
D5R48,97,71,1,d,c
D5R48,97,72,1,d,c
D5R48,98,57,1,d,d
D5R48,98,57,2,d,d
D5R48,98,57,3,d,d
D5R48,98,57,4,d,d
D5R48,98,58,1,d,c
D5R48,98,58,2,d,d
D5R48,98,58,3,d,d
D5R48,98,59,1,d,d
D5R48,98,60,1,d,d
D5R48,98,61,1,d,c
D5R48,98,62,1,d,c
D5R48,98,63,1,d,c
D5R48,98,63,2,d,d
D5R48,98,63,3,d,d
D5R48,98,63,4,d,d
D5R48,98,63,5,d,d
D5R48,98,63,6,d,d
D5R48,98,64,1,d,c
D5R48,98,64,2,d,d
D5R48,98,65,1,d,c
D5R48,98,65,2,d,d
D5R48,98,66,1,d,c
D5R48,98,66,2,d,d
D5R48,98,67,1,d,d
D5R48,98,68,1,d,c
D5R48,98,68,2,d,d
D5R48,98,68,3,d,d
D5R48,98,69,1,d,c
D5R48,98,69,2,d,d
D5R48,98,70,1,d,d
D5R48,98,71,1,d,c
D5R48,98,72,1,d,d
D5R48,99,57,1,d,d
D5R48,99,57,2,d,d
D5R48,99,57,3,d,d
D5R48,99,57,4,d,d
D5R48,99,58,1,d,c
D5R48,99,58,2,d,d
D5R48,99,58,3,d,d
D5R48,99,59,1,d,d
D5R48,99,60,1,d,d
D5R48,99,61,1,d,c
D5R48,99,62,1,d,d
D5R48,99,63,1,d,c
D5R48,99,63,2,d,d
D5R48,99,63,3,d,d
D5R48,99,63,4,d,d
D5R48,99,63,5,d,d
D5R48,99,63,6,d,d
D5R48,99,64,1,d,d
D5R48,99,64,2,d,d
D5R48,99,65,1,d,c
D5R48,99,65,2,d,d
D5R48,99,66,1,d,c
D5R48,99,66,2,d,d
D5R48,99,67,1,d,c
D5R48,99,68,1,d,c
D5R48,99,68,2,d,d
D5R48,99,68,3,d,d
D5R48,99,69,1,d,c
D5R48,99,69,2,d,d
D5R48,99,70,1,d,d
D5R48,99,71,1,d,d
D5R48,99,72,1,d,d
D5R48,100,57,1,c,c
D5R48,100,57,2,c,c
D5R48,100,57,3,c,c
D5R48,100,57,4,c,c
D5R48,100,58,1,c,c
D5R48,100,58,2,c,c
D5R48,100,58,3,c,c
D5R48,100,59,1,c,d
D5R48,100,60,1,c,c
D5R48,100,61,1,c,c
D5R48,100,62,1,c,d
D5R48,100,63,1,c,c
D5R48,100,63,2,c,c
D5R48,100,63,3,c,c
D5R48,100,63,4,c,c
D5R48,100,63,5,c,c
D5R48,100,63,6,c,c
D5R48,100,64,1,c,d
D5R48,100,64,2,d,d
D5R48,100,65,1,c,d
D5R48,100,65,2,d,d
D5R48,100,66,1,c,d
D5R48,100,66,2,d,d
D5R48,100,67,1,c,d
D5R48,100,68,1,c,d
D5R48,100,68,2,d,d
D5R48,100,68,3,d,d
D5R48,100,69,1,c,c
D5R48,100,69,2,c,c
D5R48,100,70,1,c,c
D5R48,100,71,1,c,d
D5R48,100,72,1,c,d
D5R48,101,57,1,d,c
D5R48,101,57,2,c,d
D5R48,101,57,3,c,c
D5R48,101,57,4,c,c
D5R48,101,58,1,c,d
D5R48,101,58,2,d,d
D5R48,101,58,3,d,d
D5R48,101,59,1,d,c
D5R48,101,60,1,d,c
D5R48,101,61,1,d,c
D5R48,101,62,1,d,c
D5R48,101,63,1,d,c
D5R48,101,63,2,c,d
D5R48,101,63,3,c,d
D5R48,101,63,4,d,d
D5R48,101,63,5,d,d
D5R48,101,63,6,d,d
D5R48,101,64,1,d,c
D5R48,101,64,2,c,c
D5R48,101,65,1,c,d
D5R48,101,65,2,d,d
D5R48,101,66,1,d,c
D5R48,101,66,2,c,c
D5R48,101,67,1,c,d
D5R48,101,68,1,d,c
D5R48,101,68,2,c,c
D5R48,101,68,3,c,c
D5R48,101,69,1,c,d
D5R48,101,69,2,d,d
D5R48,101,70,1,d,c
D5R48,101,71,1,d,d
D5R48,101,72,1,d,c
D5R48,102,57,1,c,d
D5R48,102,57,2,d,c
D5R48,102,57,3,c,c
D5R48,102,57,4,c,c
D5R48,102,58,1,c,d
D5R48,102,58,2,d,d
D5R48,102,58,3,d,d
D5R48,102,59,1,c,c
D5R48,102,60,1,c,d
D5R48,102,61,1,c,d
D5R48,102,62,1,c,d
D5R48,102,63,1,c,c
D5R48,102,63,2,c,c
D5R48,102,63,3,c,c
D5R48,102,63,4,c,c
D5R48,102,63,5,c,c
D5R48,102,63,6,c,c
D5R48,102,64,1,c,c
D5R48,102,64,2,c,c
D5R48,102,65,1,c,c
D5R48,102,65,2,c,c
D5R48,102,66,1,c,d
D5R48,102,66,2,d,d
D5R48,102,67,1,c,c
D5R48,102,68,1,c,d
D5R48,102,68,2,d,d
D5R48,102,68,3,d,d
D5R48,102,69,1,c,c
D5R48,102,69,2,c,c
D5R48,102,70,1,c,d
D5R48,102,71,1,c,d
D5R48,102,72,1,c,d
D5R48,103,57,1,c,c
D5R48,103,57,2,c,c
D5R48,103,57,3,c,c
D5R48,103,57,4,c,c
D5R48,103,58,1,c,d
D5R48,103,58,2,c,d
D5R48,103,58,3,d,d
D5R48,103,59,1,c,d
D5R48,103,60,1,c,d
D5R48,103,61,1,c,d
D5R48,103,62,1,c,c
D5R48,103,63,1,c,d
D5R48,103,63,2,d,d
D5R48,103,63,3,d,d
D5R48,103,63,4,d,d
D5R48,103,63,5,d,d
D5R48,103,63,6,d,d
D5R48,103,64,1,c,c
D5R48,103,64,2,c,c
D5R48,103,65,1,c,c
D5R48,103,65,2,c,c
D5R48,103,66,1,c,d
D5R48,103,66,2,d,d
D5R48,103,67,1,c,c
D5R48,103,68,1,c,d
D5R48,103,68,2,d,d
D5R48,103,68,3,d,d
D5R48,103,69,1,c,d
D5R48,103,69,2,d,d
D5R48,103,70,1,c,d
D5R48,103,71,1,c,c
D5R48,103,72,1,c,d
D5R48,104,57,1,c,c
D5R48,104,57,2,c,c
D5R48,104,57,3,c,c
D5R48,104,57,4,c,c
D5R48,104,58,1,c,d
D5R48,104,58,2,c,d
D5R48,104,58,3,d,d
D5R48,104,59,1,c,c
D5R48,104,60,1,c,c
D5R48,104,61,1,c,d
D5R48,104,62,1,c,d
D5R48,104,63,1,c,c
D5R48,104,63,2,c,c
D5R48,104,63,3,c,c
D5R48,104,63,4,c,c
D5R48,104,63,5,c,c
D5R48,104,63,6,c,c
D5R48,104,64,1,c,d
D5R48,104,64,2,d,d
D5R48,104,65,1,c,c
D5R48,104,65,2,c,c
D5R48,104,66,1,c,c
D5R48,104,66,2,c,c
D5R48,104,67,1,c,c
D5R48,104,68,1,c,d
D5R48,104,68,2,d,d
D5R48,104,68,3,d,d
D5R48,104,69,1,c,c
D5R48,104,69,2,c,c
D5R48,104,70,1,c,c
D5R48,104,71,1,c,c
D5R48,104,72,1,c,c
D5R48,105,57,1,d,d
D5R48,105,57,2,d,d
D5R48,105,57,3,d,d
D5R48,105,57,4,d,d
D5R48,105,58,1,d,c
D5R48,105,58,2,d,c
D5R48,105,58,3,d,d
D5R48,105,59,1,d,d
D5R48,105,60,1,d,d
D5R48,105,61,1,d,c
D5R48,105,62,1,d,c
D5R48,105,63,1,d,d
D5R48,105,63,2,d,d
D5R48,105,63,3,d,d
D5R48,105,63,4,d,d
D5R48,105,63,5,d,d
D5R48,105,63,6,d,d
D5R48,105,64,1,d,d
D5R48,105,64,2,d,d
D5R48,105,65,1,d,d
D5R48,105,65,2,d,d
D5R48,105,66,1,d,c
D5R48,105,66,2,d,d
D5R48,105,67,1,d,c
D5R48,105,68,1,d,c
D5R48,105,68,2,d,d
D5R48,105,68,3,d,d
D5R48,105,69,1,d,d
D5R48,105,69,2,d,d
D5R48,105,70,1,d,d
D5R48,105,71,1,d,c
D5R48,105,72,1,d,d
D5R48,106,57,1,d,d
D5R48,106,57,2,d,d
D5R48,106,57,3,d,d
D5R48,106,57,4,d,d
D5R48,106,58,1,d,c
D5R48,106,58,2,d,c
D5R48,106,58,3,d,d
D5R48,106,59,1,d,c
D5R48,106,60,1,d,c
D5R48,106,61,1,d,d
D5R48,106,62,1,d,d
D5R48,106,63,1,d,c
D5R48,106,63,2,d,d
D5R48,106,63,3,d,d
D5R48,106,63,4,d,d
D5R48,106,63,5,d,d
D5R48,106,63,6,d,d
D5R48,106,64,1,d,d
D5R48,106,64,2,d,d
D5R48,106,65,1,d,c
D5R48,106,65,2,d,d
D5R48,106,66,1,d,c
D5R48,106,66,2,d,d
D5R48,106,67,1,d,d
D5R48,106,68,1,d,c
D5R48,106,68,2,d,d
D5R48,106,68,3,d,d
D5R48,106,69,1,d,d
D5R48,106,69,2,d,d
D5R48,106,70,1,d,c
D5R48,106,71,1,d,d
D5R48,106,72,1,d,c
D5R48,107,57,1,c,d
D5R48,107,57,2,d,d
D5R48,107,57,3,d,d
D5R48,107,57,4,d,d
D5R48,107,58,1,c,c
D5R48,107,58,2,c,c
D5R48,107,58,3,c,c
D5R48,107,59,1,c,c
D5R48,107,60,1,c,c
D5R48,107,61,1,c,d
D5R48,107,62,1,c,d
D5R48,107,63,1,c,c
D5R48,107,63,2,c,c
D5R48,107,63,3,c,c
D5R48,107,63,4,c,c
D5R48,107,63,5,c,c
D5R48,107,63,6,c,c
D5R48,107,64,1,c,d
D5R48,107,64,2,c,c
D5R48,107,65,1,c,c
D5R48,107,65,2,c,c
D5R48,107,66,1,c,c
D5R48,107,66,2,c,c
D5R48,107,67,1,c,c
D5R48,107,68,1,c,d
D5R48,107,68,2,c,d
D5R48,107,68,3,c,d
D5R48,107,69,1,c,c
D5R48,107,69,2,c,c
D5R48,107,70,1,c,d
D5R48,107,71,1,c,c
D5R48,107,72,1,c,d
D5R48,108,57,1,c,c
D5R48,108,57,2,c,c
D5R48,108,57,3,c,c
D5R48,108,57,4,c,c
D5R48,108,58,1,c,c
D5R48,108,58,2,c,c
D5R48,108,58,3,c,c
D5R48,108,59,1,c,c
D5R48,108,60,1,c,c
D5R48,108,61,1,c,d
D5R48,108,62,1,c,c
D5R48,108,63,1,c,d
D5R48,108,63,2,d,d
D5R48,108,63,3,d,d
D5R48,108,63,4,d,d
D5R48,108,63,5,d,d
D5R48,108,63,6,d,d
D5R48,108,64,1,c,c
D5R48,108,64,2,c,c
D5R48,108,65,1,c,d
D5R48,108,65,2,c,d
D5R48,108,66,1,c,d
D5R48,108,66,2,c,c
D5R48,108,67,1,c,d
D5R48,108,68,1,c,d
D5R48,108,68,2,c,c
D5R48,108,68,3,c,c
D5R48,108,69,1,c,c
D5R48,108,69,2,c,c
D5R48,108,70,1,c,c
D5R48,108,71,1,c,c
D5R48,108,72,1,c,c
D5R48,109,56,1,d,c
D5R48,109,57,1,d,d
D5R48,109,57,2,d,d
D5R48,109,57,3,d,d
D5R48,109,58,1,d,d
D5R48,109,59,1,d,c
D5R48,109,59,2,d,c
D5R48,109,60,1,d,d
D5R48,109,60,2,d,d
D5R48,109,60,3,d,d
D5R48,109,61,1,d,c
D5R48,109,62,1,d,d
D5R48,109,63,1,d,d
D5R48,109,64,1,d,d
D5R48,109,64,2,d,d
D5R48,109,64,3,d,d
D5R48,109,64,4,d,d
D5R48,109,64,5,d,d
D5R48,109,64,6,d,d
D5R48,109,64,7,d,d
D5R48,109,65,1,d,d
D5R48,109,66,1,d,d
D5R48,109,66,2,d,d
D5R48,109,67,1,d,d
D5R48,109,67,2,d,d
D5R48,109,68,1,d,c
D5R48,110,56,1,d,c
D5R48,110,57,1,d,d
D5R48,110,57,2,d,d
D5R48,110,57,3,d,d
D5R48,110,58,1,d,c
D5R48,110,59,1,d,d
D5R48,110,59,2,d,d
D5R48,110,60,1,d,d
D5R48,110,60,2,d,d
D5R48,110,60,3,d,d
D5R48,110,61,1,d,c
D5R48,110,62,1,d,d
D5R48,110,63,1,d,d
D5R48,110,64,1,d,c
D5R48,110,64,2,d,d
D5R48,110,64,3,d,d
D5R48,110,64,4,d,d
D5R48,110,64,5,d,d
D5R48,110,64,6,d,d
D5R48,110,64,7,d,d
D5R48,110,65,1,d,d
D5R48,110,66,1,d,d
D5R48,110,66,2,d,d
D5R48,110,67,1,d,c
D5R48,110,67,2,d,d
D5R48,110,68,1,d,d
D5R48,111,56,1,c,d
D5R48,111,57,1,d,d
D5R48,111,57,2,d,d
D5R48,111,57,3,d,d
D5R48,111,58,1,c,d
D5R48,111,59,1,d,d
D5R48,111,59,2,d,d
D5R48,111,60,1,d,c
D5R48,111,60,2,c,c
D5R48,111,60,3,c,c
D5R48,111,61,1,c,d
D5R48,111,62,1,d,d
D5R48,111,63,1,d,c
D5R48,111,64,1,d,d
D5R48,111,64,2,d,d
D5R48,111,64,3,d,d
D5R48,111,64,4,d,d
D5R48,111,64,5,d,d
D5R48,111,64,6,d,d
D5R48,111,64,7,d,d
D5R48,111,65,1,c,c
D5R48,111,66,1,c,d
D5R48,111,66,2,d,d
D5R48,111,67,1,c,d
D5R48,111,67,2,d,d
D5R48,111,68,1,d,d
D5R48,112,56,1,c,d
D5R48,112,57,1,c,c
D5R48,112,57,2,c,c
D5R48,112,57,3,c,c
D5R48,112,58,1,c,d
D5R48,112,59,1,c,d
D5R48,112,59,2,c,d
D5R48,112,60,1,c,d
D5R48,112,60,2,c,d
D5R48,112,60,3,c,d
D5R48,112,61,1,c,d
D5R48,112,62,1,c,d
D5R48,112,63,1,c,c
D5R48,112,64,1,c,d
D5R48,112,64,2,c,d
D5R48,112,64,3,d,d
D5R48,112,64,4,d,d
D5R48,112,64,5,d,d
D5R48,112,64,6,d,d
D5R48,112,64,7,d,d
D5R48,112,65,1,d,c
D5R48,112,66,1,d,d
D5R48,112,66,2,d,d
D5R48,112,67,1,d,c
D5R48,112,67,2,c,d
D5R48,112,68,1,c,d
D5R48,113,56,1,d,d
D5R48,113,57,1,d,c
D5R48,113,57,2,d,d
D5R48,113,57,3,d,d
D5R48,113,58,1,d,c
D5R48,113,59,1,d,d
D5R48,113,59,2,d,d
D5R48,113,60,1,d,c
D5R48,113,60,2,d,c
D5R48,113,60,3,d,c
D5R48,113,61,1,d,c
D5R48,113,62,1,d,d
D5R48,113,63,1,d,d
D5R48,113,64,1,d,d
D5R48,113,64,2,d,d
D5R48,113,64,3,d,d
D5R48,113,64,4,d,d
D5R48,113,64,5,d,d
D5R48,113,64,6,d,d
D5R48,113,64,7,d,d
D5R48,113,65,1,d,d
D5R48,113,66,1,d,d
D5R48,113,66,2,d,d
D5R48,113,67,1,d,c
D5R48,113,67,2,d,d
D5R48,113,68,1,d,c
D5R48,114,56,1,d,d
D5R48,114,57,1,d,d
D5R48,114,57,2,d,d
D5R48,114,57,3,d,d
D5R48,114,58,1,d,d
D5R48,114,59,1,d,d
D5R48,114,59,2,d,c
D5R48,114,60,1,c,d
D5R48,114,60,2,d,d
D5R48,114,60,3,d,d
D5R48,114,61,1,d,d
D5R48,114,62,1,d,c
D5R48,114,63,1,d,d
D5R48,114,64,1,d,d
D5R48,114,64,2,d,c
D5R48,114,64,3,c,d
D5R48,114,64,4,c,c
D5R48,114,64,5,c,c
D5R48,114,64,6,c,c
D5R48,114,64,7,c,c
D5R48,114,65,1,d,d
D5R48,114,66,1,d,d
D5R48,114,66,2,d,d
D5R48,114,67,1,d,d
D5R48,114,67,2,d,d
D5R48,114,68,1,d,d
D5R48,115,56,1,d,c
D5R48,115,57,1,d,d
D5R48,115,57,2,d,d
D5R48,115,57,3,d,d
D5R48,115,58,1,d,d
D5R48,115,59,1,d,d
D5R48,115,59,2,d,d
D5R48,115,60,1,d,d
D5R48,115,60,2,d,d
D5R48,115,60,3,d,d
D5R48,115,61,1,d,d
D5R48,115,62,1,d,d
D5R48,115,63,1,d,d
D5R48,115,64,1,c,c
D5R48,115,64,2,c,c
D5R48,115,64,3,c,c
D5R48,115,64,4,c,c
D5R48,115,64,5,c,c
D5R48,115,64,6,c,c
D5R48,115,64,7,c,c
D5R48,115,65,1,c,d
D5R48,115,66,1,d,c
D5R48,115,66,2,d,d
D5R48,115,67,1,c,d
D5R48,115,67,2,d,d
D5R48,115,68,1,d,d
D5R48,116,56,1,d,c
D5R48,116,57,1,d,d
D5R48,116,57,2,d,d
D5R48,116,57,3,d,d
D5R48,116,58,1,d,d
D5R48,116,59,1,d,c
D5R48,116,59,2,d,c
D5R48,116,60,1,d,c
D5R48,116,60,2,d,d
D5R48,116,60,3,d,d
D5R48,116,61,1,d,d
D5R48,116,62,1,d,d
D5R48,116,63,1,d,d
D5R48,116,64,1,d,d
D5R48,116,64,2,d,d
D5R48,116,64,3,d,d
D5R48,116,64,4,d,d
D5R48,116,64,5,d,d
D5R48,116,64,6,d,d
D5R48,116,64,7,d,d
D5R48,116,65,1,d,d
D5R48,116,66,1,d,c
D5R48,116,66,2,d,c
D5R48,116,67,1,d,d
D5R48,116,67,2,d,d
D5R48,116,68,1,d,d
D5R48,117,56,1,d,c
D5R48,117,57,1,c,d
D5R48,117,57,2,d,d
D5R48,117,57,3,d,d
D5R48,117,58,1,d,d
D5R48,117,59,1,c,d
D5R48,117,59,2,d,d
D5R48,117,60,1,d,d
D5R48,117,60,2,d,c
D5R48,117,60,3,c,d
D5R48,117,61,1,d,d
D5R48,117,62,1,d,d
D5R48,117,63,1,c,c
D5R48,117,64,1,c,d
D5R48,117,64,2,d,d
D5R48,117,64,3,d,d
D5R48,117,64,4,d,d
D5R48,117,64,5,d,d
D5R48,117,64,6,d,d
D5R48,117,64,7,d,d
D5R48,117,65,1,c,c
D5R48,117,66,1,c,d
D5R48,117,66,2,c,c
D5R48,117,67,1,c,d
D5R48,117,67,2,d,d
D5R48,117,68,1,d,d
D5R48,118,56,1,d,d
D5R48,118,57,1,d,d
D5R48,118,57,2,d,c
D5R48,118,57,3,d,c
D5R48,118,58,1,d,d
D5R48,118,59,1,d,c
D5R48,118,59,2,d,d
D5R48,118,60,1,d,d
D5R48,118,60,2,d,d
D5R48,118,60,3,d,d
D5R48,118,61,1,d,d
D5R48,118,62,1,d,d
D5R48,118,63,1,d,d
D5R48,118,64,1,d,d
D5R48,118,64,2,d,d
D5R48,118,64,3,d,d
D5R48,118,64,4,d,d
D5R48,118,64,5,d,d
D5R48,118,64,6,d,d
D5R48,118,64,7,d,d
D5R48,118,65,1,d,c
D5R48,118,66,1,d,d
D5R48,118,66,2,d,d
D5R48,118,67,1,d,c
D5R48,118,67,2,d,d
D5R48,118,68,1,d,c
D5R48,119,56,1,c,d
D5R48,119,57,1,d,d
D5R48,119,57,2,c,d
D5R48,119,57,3,c,d
D5R48,119,58,1,d,d
D5R48,119,59,1,d,d
D5R48,119,59,2,c,d
D5R48,119,60,1,d,d
D5R48,119,60,2,c,d
D5R48,119,60,3,d,c
D5R48,119,61,1,d,d
D5R48,119,62,1,d,d
D5R48,119,63,1,d,d
D5R48,119,64,1,d,d
D5R48,119,64,2,c,d
D5R48,119,64,3,d,c
D5R48,119,64,4,c,c
D5R48,119,64,5,c,c
D5R48,119,64,6,c,c
D5R48,119,64,7,c,c
